"Taxa","Sample","Relative_abundance","Tissue","Timepoint","BP"
"uncultured","CC-7",0.002625985,"Feces","48h","Yes"
"uncultured","CC-8",0.000360305,"Feces","48h","Yes"
"uncultured","CC-9",0.005106328,"Feces","48h","Yes"
"uncultured","CC-10",0.003309341,"Feces","60h","Yes"
"uncultured","CC-11",0.001097609,"Feces","60h","Yes"
"uncultured","CC-12",0.00608838,"Feces","60h","Yes"
"uncultured","CC-13",0.00242079,"Feces","recovery","Yes"
"uncultured","CC-14",0.000491504,"Feces","recovery","Yes"
"uncultured","CC-15",0.000221992,"Feces","recovery","Yes"
"uncultured","CC-16",0,"MLN","24h","Yes"
"uncultured","CC-17",0,"MLN","baseline","No"
"uncultured","CC-18",0,"Spleen","24h","Yes"
"uncultured","CC-19",0,"MLN","recovery","Yes"
"uncultured","CC-20",0,"Spleen","recovery","Yes"
"unclassified Burkholderiales","CC-1",0,"Feces","baseline","No"
"unclassified Burkholderiales","CC-2",0,"Feces","baseline","No"
"unclassified Burkholderiales","CC-3",0,"Feces","baseline","No"
"unclassified Burkholderiales","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Burkholderiales","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Burkholderiales","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Burkholderiales","CC-7",0,"Feces","48h","Yes"
"unclassified Burkholderiales","CC-8",0,"Feces","48h","Yes"
"unclassified Burkholderiales","CC-9",0,"Feces","48h","Yes"
"unclassified Burkholderiales","CC-10",0,"Feces","60h","Yes"
"unclassified Burkholderiales","CC-11",0,"Feces","60h","Yes"
"unclassified Burkholderiales","CC-12",0,"Feces","60h","Yes"
"unclassified Burkholderiales","CC-13",0,"Feces","recovery","Yes"
"unclassified Burkholderiales","CC-14",0.00014043,"Feces","recovery","Yes"
"unclassified Burkholderiales","CC-15",0,"Feces","recovery","Yes"
"unclassified Burkholderiales","CC-16",0,"MLN","24h","Yes"
"unclassified Burkholderiales","CC-17",0,"MLN","baseline","No"
"unclassified Burkholderiales","CC-18",0,"Spleen","24h","Yes"
"unclassified Burkholderiales","CC-19",0,"MLN","recovery","Yes"
"unclassified Burkholderiales","CC-20",0,"Spleen","recovery","Yes"
"Parasutterella","CC-1",0.009901701,"Feces","baseline","No"
"Parasutterella","CC-2",0.007570147,"Feces","baseline","No"
"Parasutterella","CC-3",0.005788543,"Feces","baseline","No"
"Parasutterella","CC-4",0.01065819,"Feces","osmotic_diarrhea","Yes"
"Parasutterella","CC-5",0.006867722,"Feces","osmotic_diarrhea","Yes"
"Parasutterella","CC-6",0.008580901,"Feces","osmotic_diarrhea","Yes"
"Parasutterella","CC-7",0.013505064,"Feces","48h","Yes"
"Parasutterella","CC-8",0.007514927,"Feces","48h","Yes"
"Parasutterella","CC-9",0.009954108,"Feces","48h","Yes"
"Parasutterella","CC-10",0.010838091,"Feces","60h","Yes"
"Parasutterella","CC-11",0.003449628,"Feces","60h","Yes"
"Parasutterella","CC-12",0.007659574,"Feces","60h","Yes"
"Parasutterella","CC-13",0.010822357,"Feces","recovery","Yes"
"Parasutterella","CC-14",0.011725881,"Feces","recovery","Yes"
"Parasutterella","CC-15",0.007103744,"Feces","recovery","Yes"
"Parasutterella","CC-16",0,"MLN","24h","Yes"
"Parasutterella","CC-17",0,"MLN","baseline","No"
"Parasutterella","CC-18",0,"Spleen","24h","Yes"
"Parasutterella","CC-19",0,"MLN","recovery","Yes"
"Parasutterella","CC-20",0,"Spleen","recovery","Yes"
"unclassified Enterobacteriaceae","CC-1",0,"Feces","baseline","No"
"unclassified Enterobacteriaceae","CC-2",0,"Feces","baseline","No"
"unclassified Enterobacteriaceae","CC-3",0,"Feces","baseline","No"
"unclassified Enterobacteriaceae","CC-4",0.000373972,"Feces","osmotic_diarrhea","Yes"
"unclassified Enterobacteriaceae","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Enterobacteriaceae","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Enterobacteriaceae","CC-7",0,"Feces","48h","Yes"
"unclassified Enterobacteriaceae","CC-8",0,"Feces","48h","Yes"
"unclassified Enterobacteriaceae","CC-9",0,"Feces","48h","Yes"
"unclassified Enterobacteriaceae","CC-10",0,"Feces","60h","Yes"
"unclassified Enterobacteriaceae","CC-11",0,"Feces","60h","Yes"
"unclassified Enterobacteriaceae","CC-12",0,"Feces","60h","Yes"
"unclassified Enterobacteriaceae","CC-13",0,"Feces","recovery","Yes"
"unclassified Enterobacteriaceae","CC-14",0,"Feces","recovery","Yes"
"unclassified Enterobacteriaceae","CC-15",0,"Feces","recovery","Yes"
"unclassified Enterobacteriaceae","CC-16",0,"MLN","24h","Yes"
"unclassified Enterobacteriaceae","CC-17",0,"MLN","baseline","No"
"unclassified Enterobacteriaceae","CC-18",0,"Spleen","24h","Yes"
"unclassified Enterobacteriaceae","CC-19",0,"MLN","recovery","Yes"
"unclassified Enterobacteriaceae","CC-20",0,"Spleen","recovery","Yes"
"Escherichia-Shigella","CC-1",0,"Feces","baseline","No"
"Escherichia-Shigella","CC-2",0,"Feces","baseline","No"
"Escherichia-Shigella","CC-3",3.34e-05,"Feces","baseline","No"
"Escherichia-Shigella","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"Escherichia-Shigella","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Escherichia-Shigella","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Escherichia-Shigella","CC-7",0,"Feces","48h","Yes"
"Escherichia-Shigella","CC-8",0,"Feces","48h","Yes"
"Escherichia-Shigella","CC-9",0.000323185,"Feces","48h","Yes"
"Escherichia-Shigella","CC-10",0,"Feces","60h","Yes"
"Escherichia-Shigella","CC-11",0,"Feces","60h","Yes"
"Escherichia-Shigella","CC-12",0.000261866,"Feces","60h","Yes"
"Escherichia-Shigella","CC-13",0,"Feces","recovery","Yes"
"Escherichia-Shigella","CC-14",0,"Feces","recovery","Yes"
"Escherichia-Shigella","CC-15",0,"Feces","recovery","Yes"
"Escherichia-Shigella","CC-16",0.003345832,"MLN","24h","Yes"
"Escherichia-Shigella","CC-17",0,"MLN","baseline","No"
"Escherichia-Shigella","CC-18",0,"Spleen","24h","Yes"
"Escherichia-Shigella","CC-19",0.224177256,"MLN","recovery","Yes"
"Escherichia-Shigella","CC-20",0,"Spleen","recovery","Yes"
"Akkermansia","CC-1",0.00939944,"Feces","baseline","No"
"Akkermansia","CC-2",0.007076442,"Feces","baseline","No"
"Akkermansia","CC-3",0.014946785,"Feces","baseline","No"
"Akkermansia","CC-4",0.012839691,"Feces","osmotic_diarrhea","Yes"
"Akkermansia","CC-5",0.00873395,"Feces","osmotic_diarrhea","Yes"
"Akkermansia","CC-6",0.019762075,"Feces","osmotic_diarrhea","Yes"
"Akkermansia","CC-7",0.028885832,"Feces","48h","Yes"
"Akkermansia","CC-8",0.011220918,"Feces","48h","Yes"
"Akkermansia","CC-9",0.008273544,"Feces","48h","Yes"
"Akkermansia","CC-10",0.016794904,"Feces","60h","Yes"
"Akkermansia","CC-11",0.003841631,"Feces","60h","Yes"
"Akkermansia","CC-12",0.011456628,"Feces","60h","Yes"
"Akkermansia","CC-13",0.006835173,"Feces","recovery","Yes"
"Akkermansia","CC-14",0.005336329,"Feces","recovery","Yes"
"Akkermansia","CC-15",0.008287702,"Feces","recovery","Yes"
"Akkermansia","CC-16",0,"MLN","24h","Yes"
"Akkermansia","CC-17",0,"MLN","baseline","No"
"Akkermansia","CC-18",0,"Spleen","24h","Yes"
"Akkermansia","CC-19",0,"MLN","recovery","Yes"
"Akkermansia","CC-20",0,"Spleen","recovery","Yes"
